,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
242,18-35,Hombre,1.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
243,0-18,Prefiero no decirlo,7.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
244,35-45,Hombre,7.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Entre Naranjos
245,+45,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
246,+45,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
247,+45,Prefiero no decirlo,1.5,Literaria,Gratis,Baja,Pareja,Pie,Entre Naranjos
248,18-35,Mujer,5.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
249,18-35,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
250,18-35,Hombre,1.5,Patrimonio,1-50 Euros,Alta,Pareja,Pie,Sant Agustí – Pont de Fusta
251,18-35,Hombre,1.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Arbres monumentals i singulars
252,+45,Hombre,7.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
253,35-45,Hombre,7.5,Turistica,Gratis,Baja,Pareja,Pie,Arbres: La volta al món
254,0-18,Mujer,5.5,Turistica,Gratis,Baja,Solo,Pie,Arbres: La volta al món
255,0-18,Hombre,5.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
256,0-18,Prefiero no decirlo,1.5,Turistica,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
257,35-45,Mujer,7.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
258,+45,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
259,35-45,Mujer,5.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
260,35-45,Prefiero no decirlo,1.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
261,+45,Hombre,3.5,Literaria,1-50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
262,0-18,Mujer,5.5,Literaria,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
263,+45,Prefiero no decirlo,7.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
264,+45,Mujer,3.5,Patrimonio,Gratis,Baja,Pareja,Bicicleta,Torres de Quart - Temple
265,35-45,Mujer,3.5,Literaria,+50 Euros,Baja,Amigos,Pie,Entre Naranjos
266,35-45,Mujer,1.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
267,+45,Prefiero no decirlo,3.5,Literaria,Gratis,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
268,18-35,Mujer,5.5,Historica,+50 Euros,Alta,Familia,Pie,Ruta de la Seda
269,35-45,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
270,+45,Mujer,5.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
271,+45,Prefiero no decirlo,7.5,Patrimonio,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
272,35-45,Mujer,3.5,Literaria,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
273,35-45,Hombre,3.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
274,18-35,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Alta,Amigos,Pie,No hay ruta
275,35-45,Hombre,5.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
276,+45,Hombre,3.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
277,18-35,Hombre,5.5,Literaria,Gratis,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 2
278,35-45,Mujer,3.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
279,0-18,Mujer,1.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
280,35-45,Mujer,5.5,Historica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
281,+45,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
282,18-35,Mujer,5.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Jardins del Reial - Glorieta
283,18-35,Prefiero no decirlo,7.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: Els indians
284,18-35,Mujer,7.5,Turistica,+50 Euros,Baja,Familia,Pie,Arbres: Els indians
285,+45,Mujer,1.5,Turistica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
286,0-18,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Sant Agustí - Portal Nou
287,35-45,Mujer,7.5,Patrimonio,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
288,35-45,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
289,+45,Prefiero no decirlo,7.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
290,0-18,Prefiero no decirlo,3.5,Historica,Gratis,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
291,0-18,Mujer,1.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
292,18-35,Mujer,1.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
293,35-45,Prefiero no decirlo,1.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
294,0-18,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
295,+45,Hombre,7.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
296,0-18,Prefiero no decirlo,3.5,Historica,Gratis,Alta,Pareja,Pie,Glorieta-Santa Catalina
297,0-18,Hombre,7.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
298,0-18,Mujer,7.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
299,35-45,Hombre,5.5,Literaria,+50 Euros,Baja,Familia,Pie,Entre Naranjos
300,+45,Mujer,3.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
301,35-45,Prefiero no decirlo,5.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
302,+45,Mujer,1.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
303,18-35,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
304,35-45,Hombre,7.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
305,18-35,Hombre,5.5,Historica,+50 Euros,Baja,Solo,Pie,Ruta Valencia en la Memòria
306,18-35,Prefiero no decirlo,3.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
307,18-35,Hombre,3.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
308,35-45,Prefiero no decirlo,5.5,Historica,Gratis,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
309,0-18,Hombre,5.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
310,18-35,Mujer,3.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
311,0-18,Hombre,5.5,Literaria,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
312,0-18,Prefiero no decirlo,1.5,Patrimonio,Gratis,Baja,Amigos,Pie,Sant Agustí - Portal Nou
313,0-18,Hombre,7.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
314,+45,Mujer,1.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
315,0-18,Prefiero no decirlo,5.5,Patrimonio,Gratis,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
316,18-35,Hombre,1.5,Literaria,Gratis,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 2
317,18-35,Mujer,7.5,Turistica,Gratis,Alta,Amigos,Pie,Ruta pel Centre Històric
318,+45,Mujer,5.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
319,+45,Mujer,3.5,Turistica,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
320,+45,Prefiero no decirlo,7.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
321,35-45,Mujer,3.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
322,35-45,Mujer,1.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Sant Agustí - Portal Nou
323,35-45,Prefiero no decirlo,5.5,Patrimonio,Gratis,Baja,Amigos,Pie,Ruta Carrer Russafa - la Llotja
324,0-18,Hombre,3.5,Patrimonio,+50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
325,+45,Mujer,1.5,Patrimonio,Gratis,Baja,Solo,Pie,Sant Agustí - Portal Nou
326,+45,Mujer,7.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
327,0-18,Hombre,5.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
328,0-18,Hombre,3.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
329,0-18,Prefiero no decirlo,3.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Torres de Quart - Temple
330,0-18,Hombre,3.5,Historica,+50 Euros,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
331,35-45,Prefiero no decirlo,5.5,Literaria,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
332,+45,Hombre,3.5,Historica,1-50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
333,18-35,Mujer,3.5,Patrimonio,Gratis,Baja,Amigos,Pie,Serrans - Palau de la Generalitat
334,+45,Hombre,1.5,Historica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
335,0-18,Mujer,1.5,Historica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
336,18-35,Prefiero no decirlo,7.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
337,18-35,Hombre,3.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
338,18-35,Hombre,5.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
339,18-35,Mujer,3.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Jardins del Reial - Glorieta
340,35-45,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
341,18-35,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 2
342,35-45,Hombre,1.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
343,35-45,Mujer,7.5,Turistica,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
344,0-18,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
345,18-35,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Serrans - Palau de la Generalitat
346,0-18,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
347,+45,Mujer,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Entre Naranjos
348,0-18,Mujer,3.5,Patrimonio,Gratis,Alta,Pareja,Pie,Glorieta-Santa Catalina
349,35-45,Prefiero no decirlo,1.5,Turistica,Gratis,Baja,Pareja,Pie,Arbres: La volta al món
350,35-45,Hombre,5.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
351,0-18,Hombre,5.5,Historica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
352,0-18,Hombre,3.5,Historica,1-50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
353,35-45,Hombre,5.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
354,18-35,Hombre,7.5,Historica,+50 Euros,Baja,Familia,Pie,Ruta Valencia en la Memòria
355,0-18,Mujer,1.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
356,0-18,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
357,35-45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
358,18-35,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
359,0-18,Prefiero no decirlo,1.5,Historica,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
360,+45,Prefiero no decirlo,7.5,Literaria,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
361,0-18,Hombre,7.5,Turistica,1-50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
362,+45,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
363,0-18,Hombre,1.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Sant Agustí - Portal Nou
364,18-35,Mujer,7.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
365,35-45,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
366,0-18,Mujer,3.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
367,35-45,Hombre,5.5,Historica,+50 Euros,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
368,+45,Hombre,7.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
369,+45,Mujer,1.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
370,18-35,Prefiero no decirlo,7.5,Patrimonio,Gratis,Baja,Pareja,Pie,Serrans - Palau de la Generalitat
371,0-18,Mujer,7.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
372,18-35,Mujer,3.5,Historica,Gratis,Baja,Amigos,Pie,Ruta Valencia en la Memòria
373,0-18,Mujer,3.5,Patrimonio,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
374,0-18,Mujer,5.5,Turistica,Gratis,Alta,Solo,Pie,Glorieta-Santa Catalina
375,+45,Hombre,7.5,Historica,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
376,35-45,Hombre,1.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
377,0-18,Hombre,3.5,Literaria,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
378,35-45,Mujer,1.5,Turistica,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
379,+45,Prefiero no decirlo,7.5,Patrimonio,Gratis,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
380,0-18,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Sant Agustí - Portal Nou
381,+45,Hombre,5.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
382,35-45,Hombre,3.5,Literaria,+50 Euros,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 1
383,18-35,Hombre,5.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
384,18-35,Mujer,5.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
385,0-18,Hombre,5.5,Patrimonio,Gratis,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
386,0-18,Hombre,3.5,Historica,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
387,0-18,Prefiero no decirlo,1.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
388,+45,Mujer,7.5,Turistica,Gratis,Alta,Solo,Pie,Glorieta-Santa Catalina
389,18-35,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
390,18-35,Hombre,1.5,Historica,+50 Euros,Alta,Familia,Pie,Ruta recinte enmurallat d'època islàmica
391,18-35,Prefiero no decirlo,1.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
392,18-35,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,Pie,No hay ruta
393,+45,Prefiero no decirlo,5.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
394,0-18,Mujer,7.5,Turistica,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
395,0-18,Prefiero no decirlo,3.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
396,18-35,Hombre,7.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
397,35-45,Hombre,3.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
398,35-45,Hombre,5.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
399,0-18,Mujer,1.5,Historica,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
400,+45,Hombre,1.5,Literaria,Gratis,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
401,35-45,Mujer,7.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
402,18-35,Hombre,3.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
403,18-35,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Serrans - Palau de la Generalitat
404,+45,Mujer,3.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
405,18-35,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
406,35-45,Hombre,1.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
407,18-35,Hombre,7.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
408,+45,Mujer,3.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
409,+45,Mujer,3.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
410,35-45,Prefiero no decirlo,5.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
411,0-18,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
412,+45,Mujer,7.5,Turistica,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
413,35-45,Mujer,5.5,Patrimonio,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
414,18-35,Prefiero no decirlo,5.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
415,+45,Prefiero no decirlo,7.5,Historica,Gratis,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
416,0-18,Mujer,7.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
417,+45,Mujer,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
418,+45,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Amigos,Pie,Contes Blasco Ibañez – Ruta 1
419,18-35,Mujer,5.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Serrans - Palau de la Generalitat
420,35-45,Hombre,1.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 1
421,+45,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
422,+45,Prefiero no decirlo,1.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
423,+45,Mujer,5.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
424,0-18,Prefiero no decirlo,3.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
425,+45,Prefiero no decirlo,7.5,Historica,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
426,18-35,Mujer,3.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
427,35-45,Prefiero no decirlo,5.5,Patrimonio,+50 Euros,Baja,Amigos,Pie,Ruta Carrer Russafa - la Llotja
428,0-18,Mujer,5.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
429,+45,Hombre,7.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
430,0-18,Mujer,7.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
431,+45,Mujer,1.5,Patrimonio,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
432,0-18,Prefiero no decirlo,1.5,Turistica,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
433,35-45,Hombre,1.5,Literaria,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
434,+45,Mujer,1.5,Historica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
435,+45,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
436,35-45,Prefiero no decirlo,7.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
437,35-45,Mujer,1.5,Patrimonio,Gratis,Baja,Solo,Pie,Sant Agustí - Portal Nou
438,35-45,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
439,0-18,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: La volta al món
440,+45,Prefiero no decirlo,1.5,Turistica,+50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
441,+45,Mujer,7.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
442,35-45,Mujer,7.5,Historica,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
443,18-35,Mujer,7.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
444,+45,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
445,0-18,Mujer,3.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
446,18-35,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
447,18-35,Mujer,7.5,Literaria,Gratis,Alta,Pareja,Pie,No hay ruta
448,+45,Mujer,5.5,Turistica,1-50 Euros,Baja,Familia,Pie,Arbres: La volta al món
449,18-35,Hombre,5.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
450,0-18,Prefiero no decirlo,5.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
451,0-18,Mujer,5.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
452,+45,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
453,18-35,Hombre,1.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Jardins del Reial - Glorieta
454,18-35,Mujer,5.5,Patrimonio,Gratis,Alta,Familia,Pie,Jardins del Reial - Glorieta
455,18-35,Mujer,5.5,Literaria,1-50 Euros,Alta,Solo,Pie,No hay ruta
456,18-35,Mujer,3.5,Historica,+50 Euros,Alta,Pareja,Pie,Ruta de la Seda
457,0-18,Hombre,1.5,Patrimonio,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
458,+45,Hombre,7.5,Turistica,1-50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
459,35-45,Mujer,5.5,Historica,Gratis,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
460,18-35,Hombre,1.5,Literaria,1-50 Euros,Baja,Familia,Pie,La barraca
461,+45,Hombre,5.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
462,0-18,Mujer,7.5,Patrimonio,+50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
463,18-35,Mujer,7.5,Literaria,Gratis,Alta,Solo,Pie,No hay ruta
464,35-45,Hombre,1.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
465,+45,Mujer,1.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
466,+45,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Amigos,Pie,Sant Agustí - Portal Nou
467,0-18,Prefiero no decirlo,1.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
468,35-45,Prefiero no decirlo,7.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
469,+45,Mujer,3.5,Patrimonio,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
470,+45,Mujer,3.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
471,+45,Hombre,7.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
472,+45,Prefiero no decirlo,1.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Entre Naranjos
473,0-18,Mujer,7.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
474,+45,Mujer,5.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Ruta Carrer Russafa - la Llotja
475,+45,Hombre,7.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 1
476,+45,Mujer,7.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
477,35-45,Hombre,7.5,Literaria,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
478,+45,Prefiero no decirlo,5.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
479,+45,Hombre,5.5,Literaria,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
480,+45,Mujer,7.5,Patrimonio,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
481,18-35,Mujer,7.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Serrans - Palau de la Generalitat
482,0-18,Mujer,3.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
483,+45,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
484,+45,Mujer,7.5,Turistica,1-50 Euros,Baja,Familia,Pie,Arbres: La volta al món
485,35-45,Mujer,5.5,Historica,1-50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
