,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
251,35-45,Hombre,7.5,Turistica,+50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
252,18-35,Otro,3.5,Patrimonio,1-50 Euros,Baja,Solo,A Pie,Serrans - Palau de la Generalitat
253,0-18,Hombre,3.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
254,+45,Hombre,7.5,Patrimonio,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
255,0-18,Mujer,5.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
256,0-18,Mujer,5.5,Literaria,Gratis,Baja,Familia,Bicicleta,Entre Naranjos
257,18-35,Mujer,1.5,Literaria,+50 Euros,Baja,Familia,A Pie,La barraca
258,0-18,Mujer,7.5,Literaria,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
259,18-35,Mujer,7.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
260,0-18,Hombre,5.5,Turistica,1-50 Euros,Baja,Amigos,A Pie,Arbres: La volta al món
261,+45,Otro,1.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
262,0-18,Hombre,3.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
263,35-45,Hombre,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
264,35-45,Hombre,1.5,Literaria,Gratis,Baja,Familia,Bicicleta,Entre Naranjos
265,+45,Otro,5.5,Historica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
266,18-35,Otro,3.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
267,18-35,Otro,5.5,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
268,18-35,Hombre,5.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
269,18-35,Hombre,7.5,Literaria,+50 Euros,Alta,Familia,A Pie,No hay ruta
270,18-35,Hombre,3.5,Literaria,Gratis,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 2
271,35-45,Hombre,7.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
272,+45,Hombre,7.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
273,+45,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Torres de Quart - Temple
274,18-35,Mujer,7.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
275,18-35,Otro,7.5,Historica,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
276,0-18,Hombre,1.5,Literaria,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
277,18-35,Hombre,7.5,Literaria,Gratis,Alta,Pareja,A Pie,No hay ruta
278,18-35,Mujer,5.5,Historica,+50 Euros,Alta,Familia,A Pie,Ruta de la Seda
279,0-18,Mujer,7.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
280,+45,Hombre,1.5,Patrimonio,Gratis,Baja,Familia,A Pie,Sant Agustí - Portal Nou
281,+45,Hombre,7.5,Turistica,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
282,0-18,Mujer,1.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
283,18-35,Otro,7.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Serrans - Palau de la Generalitat
284,0-18,Hombre,5.5,Turistica,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
285,0-18,Otro,3.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
286,18-35,Hombre,7.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
287,0-18,Mujer,1.5,Turistica,Gratis,Baja,Amigos,A Pie,Arbres: La volta al món
288,18-35,Hombre,7.5,Turistica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
289,+45,Otro,1.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
290,35-45,Mujer,7.5,Historica,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
291,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta Valencia en la Memòria
292,0-18,Mujer,3.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
293,0-18,Otro,5.5,Literaria,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
294,+45,Hombre,3.5,Historica,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
295,18-35,Hombre,3.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta Valencia en la Memòria
296,0-18,Hombre,7.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
297,18-35,Mujer,1.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
298,18-35,Mujer,3.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
299,35-45,Hombre,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
300,18-35,Mujer,1.5,Historica,Gratis,Alta,Pareja,A Pie,Ruta de la Seda
301,0-18,Otro,5.5,Turistica,1-50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
302,+45,Mujer,1.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Sant Agustí - Portal Nou
303,+45,Mujer,5.5,Historica,1-50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
304,+45,Mujer,7.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
305,18-35,Hombre,3.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
306,18-35,Mujer,3.5,Historica,+50 Euros,Alta,Solo,A Pie,Ruta recinte enmurallat d'època islàmica
307,+45,Hombre,3.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
308,35-45,Otro,7.5,Historica,1-50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
309,0-18,Mujer,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
310,18-35,Mujer,7.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Ruta pel Centre Històric
311,0-18,Otro,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Entre Naranjos
312,0-18,Otro,7.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
313,18-35,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
314,18-35,Mujer,5.5,Patrimonio,+50 Euros,Alta,Solo,A Pie,Jardins del Reial - Glorieta
315,+45,Otro,3.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
316,18-35,Otro,1.5,Literaria,Gratis,Alta,Pareja,A Pie,No hay ruta
317,35-45,Mujer,1.5,Literaria,Gratis,Baja,Solo,A Pie,Entre Naranjos
318,18-35,Hombre,3.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
319,35-45,Hombre,5.5,Patrimonio,+50 Euros,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
320,18-35,Hombre,7.5,Historica,Gratis,Baja,Familia,A Pie,Ruta Valencia en la Memòria
321,35-45,Otro,7.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
322,35-45,Otro,1.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
323,0-18,Mujer,3.5,Patrimonio,+50 Euros,Baja,Solo,A Pie,Torres de Quart - Temple
324,35-45,Otro,7.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
325,0-18,Otro,1.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
326,35-45,Otro,1.5,Patrimonio,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
327,35-45,Otro,3.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
328,+45,Hombre,3.5,Turistica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
329,0-18,Mujer,5.5,Historica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
330,+45,Hombre,1.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
331,0-18,Mujer,1.5,Patrimonio,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
332,35-45,Otro,7.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
333,35-45,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
334,35-45,Hombre,1.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
335,+45,Otro,1.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
336,18-35,Mujer,3.5,Turistica,1-50 Euros,Baja,Amigos,A Pie,Arbres: Un passeig per l’Albereda
337,0-18,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Pareja,A Pie,Sant Agustí - Portal Nou
338,35-45,Hombre,5.5,Historica,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
339,+45,Mujer,3.5,Literaria,+50 Euros,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
340,35-45,Mujer,5.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
341,18-35,Mujer,1.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
342,35-45,Mujer,3.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
343,35-45,Hombre,3.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Torres de Quart - Temple
344,+45,Otro,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
345,0-18,Mujer,5.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
346,0-18,Mujer,3.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
347,18-35,Hombre,1.5,Literaria,+50 Euros,Baja,Solo,A Pie,La barraca
348,+45,Mujer,7.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
349,18-35,Mujer,7.5,Turistica,1-50 Euros,Alta,Solo,A Pie,Ruta pel Centre Històric
350,0-18,Hombre,3.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
351,0-18,Otro,1.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Entre Naranjos
352,+45,Hombre,5.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
353,0-18,Mujer,1.5,Patrimonio,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
354,18-35,Otro,3.5,Turistica,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
355,18-35,Hombre,7.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: Els indians
356,+45,Hombre,5.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
357,+45,Mujer,3.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
358,+45,Mujer,3.5,Turistica,+50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
359,18-35,Mujer,1.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
360,+45,Hombre,1.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
361,+45,Mujer,5.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
362,+45,Mujer,7.5,Historica,Gratis,Alta,Pareja,A Pie,Trinitat - L'Almodí
363,+45,Otro,1.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
364,0-18,Otro,7.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
365,+45,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
366,35-45,Mujer,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
367,0-18,Mujer,5.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
368,+45,Mujer,3.5,Turistica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
369,+45,Otro,3.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
370,18-35,Otro,7.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
371,0-18,Mujer,5.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
372,0-18,Otro,3.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
373,0-18,Mujer,1.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
374,0-18,Otro,1.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
375,0-18,Mujer,7.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
376,35-45,Hombre,1.5,Historica,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
377,0-18,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Pareja,A Pie,Torres de Quart - Temple
378,35-45,Otro,5.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
379,0-18,Otro,5.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
380,18-35,Mujer,1.5,Turistica,+50 Euros,Alta,Familia,A Pie,Ruta pel Centre Històric
381,0-18,Otro,1.5,Historica,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
382,18-35,Hombre,7.5,Historica,1-50 Euros,Alta,Solo,A Pie,Ruta de la Seda
383,+45,Hombre,7.5,Literaria,+50 Euros,Baja,Solo,A Pie,Entre Naranjos
384,0-18,Otro,7.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
385,0-18,Hombre,1.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
386,+45,Mujer,1.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
387,18-35,Mujer,1.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
388,+45,Otro,1.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
389,0-18,Hombre,5.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
390,18-35,Otro,7.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Jardins del Reial - Glorieta
391,18-35,Mujer,5.5,Literaria,Gratis,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
392,0-18,Hombre,3.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
393,0-18,Otro,7.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
394,18-35,Mujer,5.5,Turistica,+50 Euros,Alta,Solo,A Pie,Ruta pel Centre Històric
395,0-18,Hombre,3.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
396,+45,Mujer,3.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
397,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
398,0-18,Otro,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
399,0-18,Hombre,1.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
400,0-18,Hombre,3.5,Historica,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
401,18-35,Mujer,7.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
402,+45,Mujer,5.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
403,35-45,Hombre,5.5,Turistica,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
404,+45,Mujer,5.5,Turistica,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
405,+45,Mujer,7.5,Historica,Gratis,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
406,+45,Hombre,5.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
407,18-35,Otro,7.5,Patrimonio,Gratis,Alta,Familia,A Pie,Sant Agustí – Pont de Fusta
408,+45,Hombre,7.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
409,18-35,Hombre,5.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Serrans - Palau de la Generalitat
410,35-45,Mujer,5.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
411,18-35,Mujer,5.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: Un viatge pel Mediterrani
412,18-35,Hombre,5.5,Literaria,+50 Euros,Alta,Familia,A Pie,No hay ruta
413,+45,Otro,3.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
414,0-18,Hombre,1.5,Literaria,Gratis,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
415,18-35,Otro,5.5,Literaria,1-50 Euros,Alta,Familia,A Pie,No hay ruta
416,35-45,Hombre,5.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
417,+45,Otro,1.5,Historica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
418,35-45,Mujer,1.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
419,0-18,Mujer,7.5,Literaria,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
420,35-45,Mujer,7.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
421,0-18,Hombre,3.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
422,35-45,Mujer,5.5,Literaria,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
423,+45,Mujer,3.5,Literaria,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
424,+45,Mujer,5.5,Literaria,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
425,0-18,Hombre,1.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
426,35-45,Hombre,1.5,Turistica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
427,35-45,Otro,3.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
428,18-35,Mujer,3.5,Literaria,1-50 Euros,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 2
429,35-45,Mujer,3.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
430,0-18,Mujer,1.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
431,+45,Hombre,7.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
432,35-45,Otro,3.5,Literaria,Gratis,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
433,0-18,Otro,1.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
434,18-35,Mujer,7.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
435,35-45,Mujer,5.5,Turistica,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
436,35-45,Otro,3.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
437,18-35,Hombre,3.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
438,18-35,Otro,1.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
439,35-45,Otro,7.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
440,+45,Mujer,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
441,35-45,Hombre,1.5,Literaria,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
442,0-18,Hombre,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Entre Naranjos
443,0-18,Hombre,1.5,Patrimonio,Gratis,Baja,Familia,A Pie,Sant Agustí - Portal Nou
444,+45,Otro,3.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
445,0-18,Mujer,7.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
446,0-18,Mujer,3.5,Literaria,1-50 Euros,Baja,Amigos,A Pie,Entre Naranjos
447,0-18,Hombre,1.5,Turistica,Gratis,Baja,Pareja,A Pie,Arbres: La volta al món
448,+45,Hombre,7.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Entre Naranjos
449,35-45,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
450,0-18,Hombre,3.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
451,+45,Otro,7.5,Historica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
452,35-45,Otro,5.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
453,+45,Otro,7.5,Literaria,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
454,35-45,Hombre,7.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
455,18-35,Mujer,7.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
456,+45,Mujer,7.5,Historica,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
457,35-45,Mujer,3.5,Literaria,Gratis,Baja,Familia,A Pie,Entre Naranjos
458,18-35,Mujer,5.5,Historica,1-50 Euros,Alta,Pareja,A Pie,Ruta de la Seda
459,35-45,Mujer,3.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Torres de Quart - Temple
460,18-35,Hombre,5.5,Literaria,Gratis,Baja,Amigos,A Pie,La barraca
461,0-18,Otro,5.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
462,35-45,Mujer,1.5,Historica,+50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
463,18-35,Mujer,7.5,Patrimonio,Gratis,Baja,Familia,A Pie,Serrans - Palau de la Generalitat
464,0-18,Otro,1.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
465,18-35,Hombre,5.5,Historica,+50 Euros,Alta,Solo,A Pie,Ruta de la Seda
466,+45,Hombre,7.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
467,35-45,Mujer,3.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
468,35-45,Mujer,5.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
469,35-45,Mujer,7.5,Historica,1-50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
470,+45,Mujer,3.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
471,0-18,Mujer,7.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
472,0-18,Hombre,1.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
473,0-18,Mujer,5.5,Literaria,+50 Euros,Baja,Familia,A Pie,Entre Naranjos
474,+45,Hombre,1.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
475,0-18,Mujer,7.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
476,0-18,Otro,7.5,Historica,+50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
477,+45,Mujer,7.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
478,0-18,Otro,7.5,Historica,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
479,18-35,Otro,7.5,Literaria,+50 Euros,Baja,Familia,A Pie,La barraca
480,0-18,Hombre,7.5,Literaria,Gratis,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
481,35-45,Hombre,1.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Sant Agustí - Portal Nou
482,+45,Mujer,1.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
483,+45,Mujer,3.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
484,+45,Mujer,1.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
485,+45,Hombre,3.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
486,+45,Otro,1.5,Patrimonio,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
487,35-45,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Amigos,A Pie,Sant Agustí - Portal Nou
488,35-45,Mujer,7.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
489,0-18,Mujer,1.5,Turistica,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
490,18-35,Hombre,3.5,Patrimonio,Gratis,Alta,Amigos,A Pie,Jardins del Reial - Glorieta
491,18-35,Otro,3.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
492,+45,Otro,3.5,Patrimonio,Gratis,Baja,Familia,A Pie,Torres de Quart - Temple
493,18-35,Hombre,1.5,Historica,+50 Euros,Baja,Familia,A Pie,Ruta Valencia en la Memòria
494,0-18,Hombre,3.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
495,+45,Hombre,1.5,Historica,+50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
496,0-18,Hombre,1.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
497,0-18,Hombre,7.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
498,18-35,Hombre,3.5,Patrimonio,Gratis,Baja,Familia,A Pie,Serrans - Palau de la Generalitat
499,18-35,Hombre,1.5,Historica,+50 Euros,Alta,Solo,A Pie,Ruta recinte enmurallat d'època islàmica
500,0-18,Otro,3.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
501,0-18,Hombre,1.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
